agent,participant,round,attempt_id,agent_step,attempt_recolor_step,state_before,region,old_color,new_color,source_step,is_final_attempt
human,FlorenceYeoh,21,1,229,3,0 2 2 3 1 3 3 3 3 1 0 2 2 1 1 1 3 2 0 1 0 0 3 3 0 3 0 0 3 1 1 1 2 1 2 1 0 2 0 2 2 3 2 0 3,31,1,3,250,True
human,FlorenceYeoh,21,1,230,4,0 2 2 3 1 3 3 3 3 1 0 2 2 1 1 1 3 2 0 1 0 0 3 3 0 3 0 0 3 1 1 3 2 1 2 1 0 2 0 2 2 3 2 0 3,25,3,1,251,True
human,FlorenceYeoh,22,1,231,1,0 3 2 0 1 1 2 2 2 3 2 0 3 3 0 2 2 0 1 3 3 1 3 1 3 3 2 3 1 2 1 3 1 2 0 0 0 1 0 3 0 2 0 0 0,41,2,1,253,True
human,FlorenceYeoh,22,1,232,2,0 3 2 0 1 1 2 2 2 3 2 0 3 3 0 2 2 0 1 3 3 1 3 1 3 3 2 3 1 2 1 3 1 2 0 0 0 1 0 3 0 1 0 0 0,18,1,3,254,True
human,FlorenceYeoh,22,1,233,3,0 3 2 0 1 1 2 2 2 3 2 0 3 3 0 2 2 0 3 3 3 1 3 1 3 3 2 3 1 2 1 3 1 2 0 0 0 1 0 3 0 1 0 0 0,35,0,2,255,True
human,FlorenceYeoh,22,1,234,4,0 3 2 0 1 1 2 2 2 3 2 0 3 3 0 2 2 0 3 3 3 1 3 1 3 3 2 3 1 2 1 3 1 2 0 2 0 1 0 3 0 1 0 0 0,36,0,2,256,True
human,FlorenceYeoh,22,1,235,5,0 3 2 0 1 1 2 2 2 3 2 0 3 3 0 2 2 0 3 3 3 1 3 1 3 3 2 3 1 2 1 3 1 2 0 2 2 1 0 3 0 1 0 0 0,22,3,0,257,True
human,FlorenceYeoh,22,1,236,6,0 3 2 0 1 1 2 2 2 3 2 0 3 3 0 2 2 0 3 3 3 1 0 1 3 3 2 3 1 2 1 3 1 2 0 2 2 1 0 3 0 1 0 0 0,42,0,3,258,True
human,FlorenceYeoh,23,1,237,1,3 0 2 1 2 1 2 3 2 1 3 1 2 2 3 0 3 2 1 1 2 3 3 0 1 1 1 2 3 2 2 0 0 0 1 2 1 1 0 2 3 3 1 3 0,13,2,0,260,True
human,FlorenceYeoh,23,1,238,2,3 0 2 1 2 1 2 3 2 1 3 1 2 0 3 0 3 2 1 1 2 3 3 0 1 1 1 2 3 2 2 0 0 0 1 2 1 1 0 2 3 3 1 3 0,23,0,2,261,True
human,FlorenceYeoh,23,1,239,3,3 0 2 1 2 1 2 3 2 1 3 1 2 0 3 0 3 2 1 1 2 3 3 2 1 1 1 2 3 2 2 0 0 0 1 2 1 1 0 2 3 3 1 3 0,12,2,0,262,True
human,FlorenceYeoh,23,1,240,4,3 0 2 1 2 1 2 3 2 1 3 1 0 0 3 0 3 2 1 1 2 3 3 2 1 1 1 2 3 2 2 0 0 0 1 2 1 1 0 2 3 3 1 3 0,39,2,3,263,True
human,FlorenceYeoh,23,1,241,5,3 0 2 1 2 1 2 3 2 1 3 1 0 0 3 0 3 2 1 1 2 3 3 2 1 1 1 2 3 2 2 0 0 0 1 2 1 1 0 3 3 3 1 3 0,29,2,0,264,True
human,FlorenceYeoh,23,1,242,6,3 0 2 1 2 1 2 3 2 1 3 1 0 0 3 0 3 2 1 1 2 3 3 2 1 1 1 2 3 0 2 0 0 0 1 2 1 1 0 3 3 3 1 3 0,38,0,3,265,True
human,FlorenceYeoh,23,1,243,7,3 0 2 1 2 1 2 3 2 1 3 1 0 0 3 0 3 2 1 1 2 3 3 2 1 1 1 2 3 0 2 0 0 0 1 2 1 1 3 3 3 3 1 3 0,10,3,2,266,True
human,FlorenceYeoh,23,1,244,8,3 0 2 1 2 1 2 3 2 1 2 1 0 0 3 0 3 2 1 1 2 3 3 2 1 1 1 2 3 0 2 0 0 0 1 2 1 1 3 3 3 3 1 3 0,23,2,3,267,True
human,FlorenceYeoh,23,1,245,9,3 0 2 1 2 1 2 3 2 1 2 1 0 0 3 0 3 2 1 1 2 3 3 3 1 1 1 2 3 0 2 0 0 0 1 2 1 1 3 3 3 3 1 3 0,21,3,1,268,True
human,FlorenceYeoh,23,1,246,10,3 0 2 1 2 1 2 3 2 1 2 1 0 0 3 0 3 2 1 1 2 1 3 3 1 1 1 2 3 0 2 0 0 0 1 2 1 1 3 3 3 3 1 3 0,26,1,0,269,True
human,FlorenceYeoh,23,1,247,11,3 0 2 1 2 1 2 3 2 1 2 1 0 0 3 0 3 2 1 1 2 1 3 3 1 1 0 2 3 0 2 0 0 0 1 2 1 1 3 3 3 3 1 3 0,1,0,1,270,True
human,FlorenceYeoh,23,1,248,12,3 1 2 1 2 1 2 3 2 1 2 1 0 0 3 0 3 2 1 1 2 1 3 3 1 1 0 2 3 0 2 0 0 0 1 2 1 1 3 3 3 3 1 3 0,41,3,0,271,True
human,FlorenceYeoh,24,1,249,1,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 0 0 3 3 1 1 2 3 0 2 1 0 1 3 2 2 1 2 0 1 0 0 2 0 1 0 1 0 0 3,24,2,3,273,True
human,FlorenceYeoh,24,1,250,2,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 0 0 3 3 1 1 2 3 0 3 1 0 1 3 2 2 1 2 0 1 0 0 2 0 1 0 1 0 0 3,24,3,1,274,True
human,FlorenceYeoh,24,1,251,3,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 0 0 3 3 1 1 2 3 0 1 1 0 1 3 2 2 1 2 0 1 0 0 2 0 1 0 1 0 0 3,16,0,3,275,True
human,FlorenceYeoh,24,1,252,4,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 0 3 3 3 1 1 2 3 0 1 1 0 1 3 2 2 1 2 0 1 0 0 2 0 1 0 1 0 0 3,31,1,2,276,True
human,FlorenceYeoh,24,1,253,5,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 0 3 3 3 1 1 2 3 0 1 1 0 1 3 2 2 2 2 0 1 0 0 2 0 1 0 1 0 0 3,21,2,1,277,True
human,FlorenceYeoh,24,1,254,6,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 0 3 3 3 1 1 1 3 0 1 1 0 1 3 2 2 2 2 0 1 0 0 2 0 1 0 1 0 0 3,27,1,2,278,True
human,FlorenceYeoh,24,1,255,7,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 0 3 3 3 1 1 1 3 0 1 1 0 2 3 2 2 2 2 0 1 0 0 2 0 1 0 1 0 0 3,32,2,0,279,True
human,FlorenceYeoh,24,1,256,8,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 0 3 3 3 1 1 1 3 0 1 1 0 2 3 2 2 2 0 0 1 0 0 2 0 1 0 1 0 0 3,15,0,2,280,True
human,FlorenceYeoh,24,1,257,9,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 2 3 3 3 1 1 1 3 0 1 1 0 2 3 2 2 2 0 0 1 0 0 2 0 1 0 1 0 0 3,37,2,0,281,True
human,FlorenceYeoh,24,1,258,10,3 1 0 1 1 1 2 2 3 3 2 3 3 2 2 2 3 3 3 1 1 1 3 0 1 1 0 2 3 2 2 2 0 0 1 0 0 0 0 1 0 1 0 0 3,23,0,2,282,True
human,FlorenceYeoh,25,1,259,1,2 3 3 2 1 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 0 2 2 0 0 3 0 2 2 2 3 3 1,4,1,3,284,True
human,FlorenceYeoh,25,1,260,2,2 3 3 2 3 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 0 2 2 0 0 3 0 2 2 2 3 3 1,1,3,0,285,True
human,FlorenceYeoh,25,1,261,3,2 0 3 2 3 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 0 2 2 0 0 3 0 2 2 2 3 3 1,32,0,1,286,True
human,FlorenceYeoh,25,1,262,4,2 0 3 2 3 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 1 2 2 0 0 3 0 2 2 2 3 3 1,11,2,0,287,True
human,FlorenceYeoh,25,1,263,5,2 0 3 2 3 0 1 1 3 3 3 0 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 1 2 2 0 0 3 0 2 2 2 3 3 1,39,2,3,288,True
human,FlorenceYeoh,25,1,264,6,2 0 3 2 3 0 1 1 3 3 3 0 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 1 2 2 0 0 3 0 3 2 2 3 3 1,11,0,2,289,True
human,FlorenceYeoh,25,1,265,7,2 0 3 2 3 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 1 2 2 0 0 3 0 3 2 2 3 3 1,2,3,1,290,True
human,FlorenceYeoh,25,1,266,8,2 0 1 2 3 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 1 2 2 0 0 3 0 3 2 2 3 3 1,35,0,3,291,True
human,FlorenceYeoh,25,1,267,9,2 0 1 2 3 0 1 1 3 3 3 2 2 1 0 2 2 3 3 2 3 2 2 1 3 1 0 2 3 0 0 3 1 2 2 3 0 3 0 3 2 2 3 3 1,17,3,1,292,True
human,FlorenceYeoh,25,1,268,10,2 0 1 2 3 0 1 1 3 3 3 2 2 1 0 2 2 1 3 2 3 2 2 1 3 1 0 2 3 0 0 3 1 2 2 3 0 3 0 3 2 2 3 3 1,28,3,1,293,True
human,FlorenceYeoh,25,1,269,11,2 0 1 2 3 0 1 1 3 3 3 2 2 1 0 2 2 1 3 2 3 2 2 1 3 1 0 2 1 0 0 3 1 2 2 3 0 3 0 3 2 2 3 3 1,42,3,2,294,True
human,FlorenceYeoh,25,1,270,12,2 0 1 2 3 0 1 1 3 3 3 2 2 1 0 2 2 1 3 2 3 2 2 1 3 1 0 2 1 0 0 3 1 2 2 3 0 3 0 3 2 2 2 3 1,33,2,0,295,True
human,FlorenceYeoh,25,1,271,13,2 0 1 2 3 0 1 1 3 3 3 2 2 1 0 2 2 1 3 2 3 2 2 1 3 1 0 2 1 0 0 3 1 0 2 3 0 3 0 3 2 2 2 3 1,10,3,1,296,True
human,FlorenceYeoh,26,1,272,1,1 0 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 3 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 3 0 1 1 0 2 2 3,1,0,3,298,True
human,FlorenceYeoh,26,1,273,2,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 3 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 3 0 1 1 0 2 2 3,20,3,2,299,True
human,FlorenceYeoh,26,1,274,3,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 3 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 3 0 1 1 0 2 2 3,16,3,1,300,True
human,FlorenceYeoh,26,1,275,4,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 1 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 3 0 1 1 0 2 2 3,35,3,0,301,True
human,FlorenceYeoh,26,1,276,5,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 1 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 0 0 3 0 1 1 0 2 2 3,40,1,0,302,True
human,FlorenceYeoh,26,1,277,6,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 1 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 0 0 3 0 1 0 0 2 2 3,35,0,3,303,True
human,FlorenceYeoh,26,1,278,7,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 1 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 3 0 1 0 0 2 2 3,37,3,0,304,True
human,FlorenceYeoh,26,1,279,8,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 1 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 0 0 1 0 0 2 2 3,41,0,3,305,True
human,FlorenceYeoh,26,1,280,9,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 1 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 0 0 1 0 3 2 2 3,41,3,1,306,True
human,FlorenceYeoh,26,1,281,10,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 1 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 0 0 1 0 1 2 2 3,41,1,0,307,True
human,FlorenceYeoh,26,1,282,11,1 3 3 1 3 2 1 1 3 2 3 2 3 2 1 1 1 3 0 1 2 2 0 0 0 3 3 0 0 2 1 3 3 0 1 3 0 0 0 1 0 0 2 2 3,28,0,2,308,True
human,FlorenceYeoh,27,1,283,1,3 2 0 2 2 3 2 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 0 3 1 2 3 2 3 1 0 2 0 2 0 3 3 2 1,28,0,1,310,True
human,FlorenceYeoh,27,1,284,2,3 2 0 2 2 3 2 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 1 3 1 2 3 2 3 1 0 2 0 2 0 3 3 2 1,5,3,0,311,True
human,FlorenceYeoh,27,1,285,3,3 2 0 2 2 0 2 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 1 3 1 2 3 2 3 1 0 2 0 2 0 3 3 2 1,6,2,3,312,True
human,FlorenceYeoh,27,1,286,4,3 2 0 2 2 0 3 0 1 2 1 3 1 0 0 1 1 1 3 3 2 0 1 3 3 0 2 0 1 3 1 2 3 2 3 1 0 2 0 2 0 3 3 2 1,11,3,2,313,True
human,FlorenceYeoh,28,1,287,1,1 1 2 1 3 0 2 3 3 3 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 2 3 3 3 2 1,9,3,2,315,True
human,FlorenceYeoh,28,1,288,2,1 1 2 1 3 0 2 3 3 2 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 2 3 3 3 2 1,36,2,0,316,True
human,FlorenceYeoh,28,1,289,3,1 1 2 1 3 0 2 3 3 2 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 0 1 2 2 3 3 3 2 1,36,0,2,317,True
human,FlorenceYeoh,28,1,290,4,1 1 2 1 3 0 2 3 3 2 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 2 3 3 3 2 1,39,2,1,318,True
human,FlorenceYeoh,28,1,291,5,1 1 2 1 3 0 2 3 3 2 2 3 0 1 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 3 3 3 2 1,13,1,0,319,True
human,FlorenceYeoh,28,1,292,6,1 1 2 1 3 0 2 3 3 2 2 3 0 0 1 0 1 0 3 0 3 0 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 3 3 3 2 1,21,0,2,320,True
human,FlorenceYeoh,28,1,293,7,1 1 2 1 3 0 2 3 3 2 2 3 0 0 1 0 1 0 3 0 3 2 1 1 2 1 0 0 3 1 3 3 2 2 3 2 2 1 2 1 3 3 3 2 1,26,0,3,321,True
human,FlorenceYeoh,28,1,294,8,1 1 2 1 3 0 2 3 3 2 2 3 0 0 1 0 1 0 3 0 3 2 1 1 2 1 3 0 3 1 3 3 2 2 3 2 2 1 2 1 3 3 3 2 1,4,3,2,322,True
human,FlorenceYeoh,28,1,295,9,1 1 2 1 2 0 2 3 3 2 2 3 0 0 1 0 1 0 3 0 3 2 1 1 2 1 3 0 3 1 3 3 2 2 3 2 2 1 2 1 3 3 3 2 1,21,2,3,323,True
human,FlorenceYeoh,28,1,296,10,1 1 2 1 2 0 2 3 3 2 2 3 0 0 1 0 1 0 3 0 3 3 1 1 2 1 3 0 3 1 3 3 2 2 3 2 2 1 2 1 3 3 3 2 1,30,3,0,324,True
human,FlorenceYeoh,28,1,297,11,1 1 2 1 2 0 2 3 3 2 2 3 0 0 1 0 1 0 3 0 3 3 1 1 2 1 3 0 3 1 0 3 2 2 3 2 2 1 2 1 3 3 3 2 1,14,1,0,325,True
human,FlorenceYeoh,28,1,298,12,1 1 2 1 2 0 2 3 3 2 2 3 0 0 0 0 1 0 3 0 3 3 1 1 2 1 3 0 3 1 0 3 2 2 3 2 2 1 2 1 3 3 3 2 1,1,1,0,326,True
human,FlorenceYeoh,28,1,299,13,1 0 2 1 2 0 2 3 3 2 2 3 0 0 0 0 1 0 3 0 3 3 1 1 2 1 3 0 3 1 0 3 2 2 3 2 2 1 2 1 3 3 3 2 1,36,2,1,327,True
human,FlorenceYeoh,28,1,300,14,1 0 2 1 2 0 2 3 3 2 2 3 0 0 0 0 1 0 3 0 3 3 1 1 2 1 3 0 3 1 0 3 2 2 3 2 1 1 2 1 3 3 3 2 1,40,3,1,328,True
human,FlorenceYeoh,28,1,301,15,1 0 2 1 2 0 2 3 3 2 2 3 0 0 0 0 1 0 3 0 3 3 1 1 2 1 3 0 3 1 0 3 2 2 3 2 1 1 2 1 1 3 3 2 1,36,1,2,329,True
human,FlorenceYeoh,29,1,302,1,2 0 3 3 3 1 1 2 0 3 1 2 0 1 2 0 3 0 3 1 2 2 2 3 1 0 0 1 3 2 0 3 0 2 3 2 0 1 1 2 1 3 0 0 1,7,2,0,331,True
human,FlorenceYeoh,29,1,303,2,2 0 3 3 3 1 1 0 0 3 1 2 0 1 2 0 3 0 3 1 2 2 2 3 1 0 0 1 3 2 0 3 0 2 3 2 0 1 1 2 1 3 0 0 1,26,0,3,332,True
human,FlorenceYeoh,29,1,304,3,2 0 3 3 3 1 1 0 0 3 1 2 0 1 2 0 3 0 3 1 2 2 2 3 1 0 3 1 3 2 0 3 0 2 3 2 0 1 1 2 1 3 0 0 1,26,3,2,333,True
human,FlorenceYeoh,29,1,305,4,2 0 3 3 3 1 1 0 0 3 1 2 0 1 2 0 3 0 3 1 2 2 2 3 1 0 2 1 3 2 0 3 0 2 3 2 0 1 1 2 1 3 0 0 1,13,1,2,334,True
human,FlorenceYeoh,29,1,306,5,2 0 3 3 3 1 1 0 0 3 1 2 0 2 2 0 3 0 3 1 2 2 2 3 1 0 2 1 3 2 0 3 0 2 3 2 0 1 1 2 1 3 0 0 1,31,3,2,335,True
human,FlorenceYeoh,30,1,307,1,3 0 1 2 0 0 3 0 0 1 0 0 3 1 2 0 1 3 1 3 3 3 1 0 3 1 0 3 0 2 2 2 2 1 3 2 2 1 0 3 3 3 0 2 2,10,0,3,337,True
human,FlorenceYeoh,30,1,308,2,3 0 1 2 0 0 3 0 0 1 3 0 3 1 2 0 1 3 1 3 3 3 1 0 3 1 0 3 0 2 2 2 2 1 3 2 2 1 0 3 3 3 0 2 2,10,3,1,338,True
human,FlorenceYeoh,30,1,309,3,3 0 1 2 0 0 3 0 0 1 1 0 3 1 2 0 1 3 1 3 3 3 1 0 3 1 0 3 0 2 2 2 2 1 3 2 2 1 0 3 3 3 0 2 2,25,1,0,339,True
human,FlorenceYeoh,30,1,310,4,3 0 1 2 0 0 3 0 0 1 1 0 3 1 2 0 1 3 1 3 3 3 1 0 3 0 0 3 0 2 2 2 2 1 3 2 2 1 0 3 3 3 0 2 2,23,0,3,340,True
human,FlorenceYeoh,30,1,311,5,3 0 1 2 0 0 3 0 0 1 1 0 3 1 2 0 1 3 1 3 3 3 1 3 3 0 0 3 0 2 2 2 2 1 3 2 2 1 0 3 3 3 0 2 2,40,3,1,341,True
human,FlorenceYeoh,30,1,312,6,3 0 1 2 0 0 3 0 0 1 1 0 3 1 2 0 1 3 1 3 3 3 1 3 3 0 0 3 0 2 2 2 2 1 3 2 2 1 0 3 1 3 0 2 2,20,3,1,342,True
human,FlorenceYeoh,30,1,313,7,3 0 1 2 0 0 3 0 0 1 1 0 3 1 2 0 1 3 1 3 1 3 1 3 3 0 0 3 0 2 2 2 2 1 3 2 2 1 0 3 1 3 0 2 2,5,0,3,343,True
human,FlorenceYeoh,30,1,314,8,3 0 1 2 0 3 3 0 0 1 1 0 3 1 2 0 1 3 1 3 1 3 1 3 3 0 0 3 0 2 2 2 2 1 3 2 2 1 0 3 1 3 0 2 2,31,2,1,344,True
human,FlorenceYeoh,30,1,315,9,3 0 1 2 0 3 3 0 0 1 1 0 3 1 2 0 1 3 1 3 1 3 1 3 3 0 0 3 0 2 2 1 2 1 3 2 2 1 0 3 1 3 0 2 2,39,3,0,345,True
human,FlorenceYeoh,30,1,316,10,3 0 1 2 0 3 3 0 0 1 1 0 3 1 2 0 1 3 1 3 1 3 1 3 3 0 0 3 0 2 2 1 2 1 3 2 2 1 0 0 1 3 0 2 2,13,1,2,346,True
